index,tollbooth_name,way,highway,km,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
135-02,dr. coss,general bravo-la sierrita,mex-040d,123.7,708,0.1,91.7,1.0,0.2,1.2,0.5,0.1,1.8,0.6,0.1,0.0,2.7,0.0,259270,6.9,5.9,8.1,6.7,6.9,6.4,7.5,7.4,7.3,7.2,8.7,21.0
136,puente colorado,san luis río colorado-ejido monterrey,mex-002,203.69,15632,0.0,28.5,0.2,1.9,0.0,3.9,0.0,9.8,0.0,0.0,0.0,2.4,53.3,5721467,8.7,8.4,9.2,8.5,8.5,7.8,8.1,8.0,7.7,8.5,8.3,8.3
137-01,cosamaloapan,la tinaja-isla,mex-145d,83.36,12020,0.3,36.1,0.0,4.6,4.9,7.3,1.8,23.7,5.2,0.6,0.2,15.3,0.0,4399156,9.1,8.0,9.0,8.5,8.3,7.8,8.7,8.6,7.3,7.2,8.0,9.5
137-02,cosamaloapan,la tinaja-cosamaloapan,mex-145d,83.36,585,0.7,62.3,0.0,8.9,7.6,6.0,0.6,6.9,3.3,0.1,0.0,3.6,0.0,214266,9.9,9.1,9.1,9.0,8.1,7.9,8.6,8.2,6.9,6.4,8.0,8.8
137-03,cosamaloapan,cosamaloapan-isla,mex-145d,83.36,1787,9.6,66.7,0.0,4.8,3.4,2.0,0.3,3.0,2.0,0.1,0.0,8.1,0.0,653987,8.7,7.9,8.2,8.0,8.5,7.3,8.6,9.2,8.2,8.7,7.4,9.3
138-01,acayucan sayula,isla-cosoleacaque,mex-145d,188.0,9410,0.3,36.0,0.0,4.0,5.2,6.8,1.7,25.0,4.9,0.6,0.2,15.3,0.0,3443948,9.0,7.8,8.8,8.3,8.2,7.8,8.7,8.8,7.4,7.6,8.0,9.6
138-02,acayucan sayula,isla-acayucan,mex-145d,188.0,2707,0.6,38.6,0.0,8.9,4.2,5.9,1.4,16.2,4.9,0.5,0.1,18.7,0.0,990652,8.5,8.1,8.8,8.4,8.7,7.8,8.5,8.5,7.4,7.4,8.2,9.7
138-03,acayucan sayula,acayucan-cosoleacaque,mex-145d,188.0,3333,1.1,64.8,0.0,4.7,5.4,5.0,0.9,7.5,3.4,0.2,0.2,6.8,0.0,1219932,8.5,7.8,8.8,8.5,8.8,8.1,8.9,9.0,8.0,7.8,7.1,8.7
139,san juanico,atlacomulco-venta de bravo,mex-015d,103.762,16562,0.5,61.3,0.8,4.0,5.1,4.4,1.9,13.3,1.9,0.4,0.1,5.4,0.9,6061726,8.4,7.6,9.1,7.9,8.0,7.5,8.4,8.3,7.6,8.3,8.9,10.0
140,contepec,venta de bravo-maravatío,mex-015d,133.1,14862,0.5,57.4,0.8,4.3,5.5,5.0,2.1,14.8,2.1,0.5,0.1,6.0,0.9,5439413,8.5,7.6,9.1,8.0,8.0,7.5,8.4,8.4,7.5,8.2,8.9,9.9
141,jeráhuaro,maravatío-jeráhuaro,mex-015d,186.117,520,1.5,87.7,0.2,1.1,4.8,2.3,0.6,0.9,0.5,0.1,0.0,0.3,0.0,190231,8.0,7.4,10.0,7.5,7.5,7.1,9.3,8.8,7.4,8.3,8.9,9.8
142-01,zinapécuaro,maravatío-morelia,mex-015d,202.017,13431,0.5,56.7,0.2,4.1,5.7,5.2,2.1,16.1,2.2,0.5,0.1,6.6,0.0,4915894,8.4,7.7,8.5,8.0,8.0,7.5,8.5,8.6,7.8,8.3,8.9,9.8
142-02,zinapécuaro,maravatío-zinapécuaro,mex-015d,202.017,786,1.5,88.7,0.2,2.2,3.1,2.0,0.5,1.3,0.2,0.0,0.0,0.3,0.0,287798,7.9,7.9,10.0,7.6,7.8,6.7,8.7,9.0,7.3,8.3,8.9,9.9
142-03,zinapécuaro,zinapécuaro-morelia,mex-015d,202.017,1089,0.8,89.3,0.3,0.6,4.2,2.1,0.3,1.3,0.6,0.0,0.0,0.5,0.0,398618,8.3,7.7,8.2,7.4,7.8,7.4,9.0,9.0,8.3,8.3,8.9,9.7
143,copándaro,morelia-copándaro,mex-015d,246.0,4673,0.5,54.5,0.2,1.2,3.7,4.5,2.6,14.8,3.9,0.9,0.2,13.0,0.0,1710149,8.6,7.5,8.6,7.8,7.7,7.5,8.7,9.0,7.5,8.3,8.9,9.9
144,huaniqueo,huaniqueo-morelia,mex-015d,280.0,630,0.8,91.6,0.4,1.0,3.1,1.4,0.3,0.9,0.4,0.0,0.0,0.1,0.0,230410,10.0,8.3,8.1,7.0,7.4,7.7,8.5,8.1,7.9,8.3,8.9,9.8
145-01,panindícuaro,morelia-churintzio,mex-015d,308.0,10478,0.5,57.5,0.2,4.9,6.2,5.1,1.6,16.8,1.6,0.4,0.1,5.1,0.0,3834814,8.5,7.8,8.5,8.2,8.1,7.6,8.5,8.3,7.6,8.3,8.9,9.7
145-02,panindícuaro,morelia-panindícuaro,mex-015d,308.0,992,0.5,86.4,0.3,0.7,3.9,2.7,0.5,2.9,1.1,0.0,0.0,1.0,0.0,363189,8.0,8.1,8.0,7.7,8.0,7.8,8.5,8.6,8.4,8.3,8.9,9.7
145-03,panindícuaro,panindícuaro-churintzio,mex-015d,308.0,1062,0.9,82.7,0.6,1.8,5.3,3.8,0.8,2.5,0.9,0.0,0.0,0.7,0.0,388644,9.5,8.4,8.1,7.5,7.7,7.5,8.7,8.3,7.3,8.3,8.9,9.8
146,ent. zamora-ecuandureo,zamora-la barca,mex-015d,365.7,2580,0.6,74.9,0.2,3.8,5.9,5.4,0.6,6.0,1.3,0.1,0.0,1.2,0.0,944421,8.8,7.8,8.3,8.0,8.3,7.8,8.2,8.4,7.5,8.3,8.9,9.7
147-01,ecuandureo,churintzio-la barca,mex-015d,360.0,11706,0.5,58.9,0.2,4.7,6.2,5.3,1.6,15.7,1.7,0.4,0.1,4.7,0.0,4284501,8.6,7.8,8.4,8.1,8.1,7.7,8.5,8.3,7.5,8.3,8.9,9.8
147-02,ecuandureo,churintzio-ecuandureo,mex-015d,360.0,1410,0.6,82.9,0.3,3.3,4.8,3.8,0.4,2.6,0.4,0.0,0.0,0.9,0.0,515980,9.1,7.6,7.9,7.4,8.0,7.9,8.5,8.7,7.9,8.3,8.9,9.8
147-03,ecuandureo,ecuandureo-la barca,mex-015d,360.0,1841,0.3,71.7,0.3,6.0,4.4,6.5,1.4,6.3,1.4,0.2,0.1,1.4,0.0,673848,7.3,6.8,7.8,7.8,8.3,8.4,8.7,8.9,9.0,8.3,8.9,9.8
148,vista hermosa,vista hermosa-la barca,mex-015d,390.0,7871,0.5,40.5,0.3,2.1,6.1,9.2,2.6,25.2,5.3,0.5,0.2,7.5,0.0,2880675,8.5,7.8,8.1,8.0,8.2,7.7,8.6,8.4,7.6,8.3,8.9,9.9
149,san francisco de rivas,la barca-san francisco de rivas,mex-015d,405.4,3030,1.1,52.8,0.6,1.0,7.6,11.1,3.7,14.2,5.0,0.4,0.2,2.3,0.0,1109028,8.9,7.9,8.3,8.1,8.6,8.0,8.0,7.8,7.2,8.3,8.9,10.0
150-01,ocotlán,la barca-zapotlanejo,mex-015d,425.955,16914,0.4,58.7,0.2,4.8,5.2,5.0,1.3,15.5,2.1,0.5,0.1,6.2,0.0,6190577,8.2,7.6,8.3,8.0,8.1,7.7,8.6,8.6,7.9,8.3,8.9,9.8
150-02,ocotlán,la barca-ocotlán,mex-015d,425.955,3852,0.4,55.9,0.3,1.1,4.6,7.8,2.4,22.5,4.0,0.1,0.0,0.9,0.0,1409920,8.8,7.7,7.9,7.8,8.2,7.7,8.5,8.6,7.8,8.3,8.9,9.8
150-03,ocotlán,ocotlán-zapotlanejo,mex-015d,425.955,1250,0.6,81.1,0.2,1.7,4.5,3.7,0.5,4.0,1.5,0.1,0.0,2.1,0.0,457535,7.0,7.4,7.6,7.3,7.7,7.7,8.9,9.7,9.6,8.3,8.9,9.9
150-04,ocotlán,zapotlán del rey-zapotlanejo,mex-015d,425.955,508,0.9,88.4,0.4,1.2,4.7,1.9,0.7,1.2,0.4,0.0,0.0,0.2,0.0,185817,7.8,8.0,8.2,7.5,8.0,7.8,8.6,8.6,8.5,8.3,8.9,9.8
151,la suceda,la sauceda-zapotlanejo,mex-015d,462.0,141,0.3,45.0,0.1,1.6,1.8,1.6,0.4,13.7,13.8,0.1,0.0,21.6,0.0,51647,8.2,8.2,8.5,7.3,8.4,7.6,8.2,8.7,7.8,8.3,8.9,9.9
152-01,puente túxpam,tihuatlán-ent. tihuatlán ii,mex-132d,229.2,2750,2.2,71.7,0.5,1.8,4.7,6.1,1.0,6.3,3.2,0.1,0.0,2.4,0.0,1006420,7.9,7.5,11.4,9.4,8.8,7.3,7.7,9.5,7.2,7.3,7.3,8.7
152-02,puente túxpam,tihuatlán-túxpam,mex-132d,236.5,9847,1.1,63.5,0.5,4.3,3.0,3.6,1.1,9.5,4.0,0.4,0.1,8.9,0.0,3604149,8.4,7.7,8.1,8.9,8.7,7.7,8.6,9.3,7.7,7.6,7.9,9.4
153,san cristóbal,indios verdes-san cristóbal ecatepec,mex-085d,21.0,32462,4.1,93.9,0.0,0.4,1.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,11881138,7.8,7.5,8.0,8.2,8.7,8.3,8.6,8.8,8.3,8.6,8.4,8.8
154-01,revolución,derivador lópez portillo,mex-085d,22.8,31532,3.9,91.1,0.1,0.5,1.8,1.0,0.1,1.1,0.2,0.0,0.0,0.2,0.0,11540882,8.6,7.7,8.3,8.3,8.4,8.4,8.6,8.5,8.0,8.3,8.1,8.8
154-02,revolución,méxico-lechería,mex-085d,22.8,14638,4.1,75.2,0.1,5.7,3.6,2.8,0.4,5.9,1.1,0.0,0.0,1.1,0.0,5357459,8.1,7.6,8.1,8.0,8.2,8.2,8.7,8.9,8.3,8.5,8.3,9.1
155,ojo de agua,indios verdes-tizayuca,mex-085d,25.0,64125,2.5,87.2,0.0,4.2,2.4,1.5,0.1,1.6,0.2,0.0,0.0,0.3,0.0,23469713,8.5,8.0,8.9,8.5,8.6,8.7,9.1,9.2,8.7,7.1,6.9,7.8
156,ent. ojo de agua,ent. ojo de agua-tizayuca,mex-085d,30.75,5737,2.6,93.4,0.0,0.2,2.4,1.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,2099646,8.0,7.7,8.2,7.8,8.2,8.1,8.5,8.7,8.6,8.6,8.4,9.2
157,peñón y texcoco,peñón-texcoco,mex-136d,0.0,41105,1.2,86.6,0.0,3.0,2.9,2.0,0.1,1.3,0.4,0.0,0.0,0.3,2.2,15044341,8.4,8.0,8.9,8.5,8.6,7.9,8.1,8.2,7.8,8.4,8.3,8.9
158,los chorros,puerto méxico-ent. carbonera,mex-057d,203.65,14727,0.2,33.2,0.0,4.6,3.2,1.7,1.0,43.8,4.6,0.9,0.4,6.4,0.0,5390027,8.7,7.8,9.0,8.4,8.3,7.8,8.8,8.6,7.7,8.3,7.6,9.0
159,la carbonera ojo caliente,ent. la carbonera-ojo caliente,mex-057d,12.36,16481,0.5,31.1,0.0,2.0,5.9,2.9,0.9,45.5,4.4,0.5,0.2,6.1,0.0,6032039,8.7,7.9,9.0,8.2,8.2,7.7,8.7,8.2,7.8,8.4,8.1,9.1
160,huachichil,huachichil-ent. carbonera,mex-057d,213.5,3259,0.3,40.3,0.0,4.5,7.8,4.3,0.9,33.5,5.6,0.1,0.0,2.7,0.0,1192624,8.5,7.8,8.6,7.6,8.0,7.6,8.6,8.1,7.3,7.6,10.1,10.2
161,la antigua,cardel-veracruz,mex-180,222.47,21561,1.6,66.6,0.6,3.5,3.7,4.1,1.0,8.7,2.5,0.5,0.1,6.6,0.5,7891345,8.3,7.7,9.0,8.4,8.4,7.9,8.3,8.7,7.6,8.0,8.1,9.6
162,san julián,san julián-veracruz,mex-180,233.093,2286,8.9,51.0,0.7,2.0,2.2,4.0,0.7,10.8,2.1,1.6,0.5,15.2,0.3,836797,8.1,7.3,7.7,8.2,9.1,8.7,9.1,9.4,8.2,8.2,8.0,8.0
163,la cuchilla,matamoros-el porvenir,mex-040d,67.036,7773,0.3,45.8,0.0,6.8,2.6,1.5,1.8,25.4,5.6,0.8,0.2,9.2,0.0,2844787,8.0,7.7,8.8,8.6,8.4,7.9,9.1,8.8,7.8,8.1,8.1,8.7
164,plan de ayala,loma bonita-plan de ayala,mex-040d,142.0,8017,1.3,49.7,0.0,6.3,3.0,1.6,1.4,22.1,4.8,0.8,0.3,8.7,0.0,2934130,8.0,7.6,9.0,8.5,8.3,7.9,9.1,9.0,7.8,8.0,8.0,8.8
165,zapotlanejo la joya,zapotlanejo-guadalajara,mex-015d,9.2,48445,0.5,64.6,0.2,3.4,4.8,4.4,1.2,12.6,2.3,0.4,0.1,5.5,0.0,17730760,8.2,7.7,8.3,8.2,8.3,8.0,8.9,8.8,8.2,8.2,8.3,8.9
166,vado,el vado-guadalajara,mex-015d,11.3,5516,4.2,91.2,0.1,2.3,1.3,0.5,0.0,0.3,0.0,0.0,0.0,0.1,0.0,2018686,8.2,8.1,8.3,8.1,8.4,8.1,8.5,8.6,8.4,8.2,8.3,8.8
167,cortijo,cortijo-guadalajara,mex-015d,16.5,2963,1.1,85.0,0.0,5.0,2.2,3.7,0.2,2.4,0.1,0.0,0.0,0.3,0.0,1084374,7.9,7.9,8.0,8.1,8.6,8.3,8.6,8.8,8.4,8.2,8.3,8.9
168,periférico,periférico-guadalajara,mex-015d,17.7,4667,2.6,90.0,0.1,1.3,1.8,1.5,0.1,1.9,0.4,0.0,0.0,0.3,0.0,1707970,7.6,7.7,7.8,7.8,8.5,8.4,8.9,9.1,8.7,8.2,8.3,9.0
169,arroyo,tonalá-guadalajara,mex-015d,20.5,2546,1.3,97.5,0.1,0.1,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,931762,8.4,8.5,8.2,7.6,7.9,8.4,8.1,9.1,8.3,8.2,8.3,9.0
170,tlalpan,méxico-cuernavaca,mex-095d,23.36,29049,2.5,82.1,0.0,4.7,3.2,2.1,0.3,3.4,0.7,0.1,0.0,0.9,0.0,10631968,8.3,7.8,9.7,8.6,8.4,7.9,8.5,8.8,7.3,7.6,8.1,9.0
171,tres marías,tres marías-cuernavaca,mex-095d,53.0,1534,2.8,89.5,0.0,0.5,4.7,1.9,0.1,0.4,0.1,0.0,0.0,0.0,0.0,561514,8.9,9.4,11.1,8.9,7.6,7.8,8.0,8.5,6.8,7.1,7.7,8.2
172-01,tepoztlán,la pera-oacalco,mex-160d,7.958,14360,2.3,88.8,0.0,1.9,2.2,1.2,0.2,1.9,0.5,0.1,0.0,0.9,0.0,5255939,8.4,8.5,10.1,8.8,8.4,8.3,6.7,8.3,7.8,7.7,8.1,8.9
172-02,tepoztlán,la pera-tepoztlán,mex-160d,7.958,2759,3.4,88.5,0.0,6.2,1.3,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1009670,8.5,8.9,10.2,8.4,7.9,8.0,8.0,8.1,5.7,8.2,8.9,9.2
173-01,oacalco,oacalco-cuautla,mex-160d,21.208,14052,2.6,87.6,0.0,2.2,2.6,1.4,0.2,1.9,0.5,0.1,0.0,0.9,0.0,5143109,8.6,8.4,9.8,8.6,8.4,8.4,6.8,8.3,7.8,7.7,8.1,9.1
173-02,oacalco,oacalco-oaxtepec,mex-160d,21.208,1952,2.8,92.8,0.0,2.3,1.4,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,714447,7.5,8.5,11.5,8.7,8.4,8.1,6.4,8.3,7.8,7.7,8.1,9.0
174,iguala,puente de ixtla-iguala,mex-d,95.95,3872,1.0,72.8,0.0,4.6,5.5,6.9,1.1,3.6,3.0,0.0,0.0,1.5,0.0,1417184,9.0,7.8,9.0,8.4,8.7,8.0,8.6,8.3,7.2,7.5,8.0,9.5
175,zacapalco,zacapalco-ranchoviejo,mex-d,0.5,1758,4.7,85.7,0.0,4.2,3.3,1.1,0.4,0.4,0.2,0.0,0.0,0.0,0.0,643261,8.6,6.5,8.3,7.0,8.0,7.2,8.3,8.4,12.5,7.4,7.8,10.0
176,taxco,rancho viejo-taxco,mex-d,17.63,2870,9.6,83.7,0.0,3.2,2.6,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.0,1050318,8.8,6.8,8.7,7.5,8.2,7.6,8.5,8.6,10.3,7.6,7.8,9.6
177-01,lechería,ent. san miguel-lechería,mex-057d,1.36,3,3.6,69.4,0.0,0.0,1.8,2.2,0.3,22.3,0.3,0.0,0.0,0.1,0.0,992,8.0,8.6,8.1,7.0,10.7,5.5,6.8,6.3,7.8,16.3,6.1,8.8
177-02,lechería,lago de guadalupe-lechería,mex-057d,1.36,5035,9.3,86.7,0.0,0.9,2.1,0.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,1842953,8.4,8.2,8.5,8.6,8.5,8.0,8.0,8.5,8.3,8.4,8.0,8.6
177-03,lechería,chamapa-lechería,mex-057d,1.36,432,1.1,54.9,0.0,0.1,12.4,8.9,1.5,19.7,1.3,0.0,0.0,0.1,0.0,158120,8.4,7.9,8.0,8.3,8.6,7.9,8.2,8.6,8.2,8.7,8.7,8.5
177-04,lechería,san mateo nopala-lechería,mex-057d,1.36,124,3.1,66.3,0.0,0.2,15.3,9.0,0.4,5.3,0.4,0.0,0.0,0.0,0.0,45367,8.8,8.2,9.1,8.6,8.3,7.9,8.3,8.2,8.0,8.3,8.4,7.9
177-05,lechería,madín-lechería,mex-057d,1.36,682,4.2,89.8,0.0,0.2,2.8,1.5,0.1,1.3,0.1,0.0,0.0,0.0,0.0,249635,8.5,8.2,8.4,8.4,8.8,7.6,7.9,8.3,8.3,8.5,8.3,8.8
177-06,lechería,atizapán-lechería,mex-057d,1.36,2267,7.1,80.6,0.0,1.6,4.8,2.4,0.1,3.2,0.1,0.0,0.0,0.1,0.0,829606,8.4,8.0,8.7,8.3,8.4,7.7,7.8,8.6,8.5,8.7,8.3,8.6
177-07,lechería,lechería-retorno,mex-057d,1.36,5,2.9,78.5,0.0,0.0,3.8,3.9,1.0,9.7,0.1,0.0,0.0,0.1,0.0,1967,9.2,8.4,8.1,8.3,7.9,6.0,6.7,9.4,9.1,10.3,9.0,7.6
177-08,lechería,interlomas-lechería,mex-057d,1.36,107,2.7,86.9,0.0,0.1,5.3,2.3,0.3,2.4,0.0,0.0,0.0,0.0,0.0,39315,8.7,8.5,7.8,8.5,8.3,7.3,7.8,8.7,8.9,9.0,8.6,7.9
177-09,lechería,huixquilucan-lechería,mex-057d,1.36,108,2.5,85.8,0.0,0.1,6.5,3.2,0.2,1.6,0.1,0.0,0.0,0.0,0.0,39597,8.5,8.0,8.3,8.6,8.4,7.8,8.4,8.4,8.6,8.7,8.1,8.2
177-10,lechería,la venta-lechería,mex-057d,1.36,3043,0.3,74.5,0.0,1.5,8.8,4.5,0.3,9.1,0.2,0.0,0.0,0.8,0.0,1113878,7.4,7.7,7.8,8.2,8.6,8.1,8.9,8.6,8.4,9.0,8.8,8.5
177-11,lechería,lomas verdes-lechería,mex-057d,1.36,76,2.8,87.3,0.0,4.3,2.2,1.1,0.1,2.1,0.0,0.0,0.0,0.1,0.0,27761,7.3,7.7,7.4,8.0,9.4,7.4,8.7,8.2,9.6,8.9,8.5,8.9
178-01,ent. san miguel,lago de guadalupe-ent. san miguel,mex-057d,4.0,2326,5.1,91.8,0.0,0.1,1.9,0.7,0.1,0.2,0.1,0.0,0.0,0.0,0.0,851492,8.1,7.8,8.2,8.2,8.4,7.9,8.0,8.7,8.3,8.8,8.4,9.2
178-02,ent. san miguel,atizapán-ent. san miguel,mex-057d,4.0,1901,5.2,89.4,0.0,0.1,2.7,1.3,0.1,1.1,0.1,0.0,0.0,0.0,0.0,695903,8.6,7.9,9.3,8.4,8.4,7.9,8.1,8.4,8.0,8.0,8.1,8.9
178-03,ent. san miguel,madín-ent. san miguel,mex-057d,4.0,1495,3.2,94.3,0.0,0.0,1.2,0.6,0.2,0.4,0.1,0.0,0.0,0.0,0.0,547056,8.7,8.0,8.2,8.4,8.6,7.8,8.1,8.2,8.1,8.5,8.5,8.9
178-04,ent. san miguel,san mateo nopala-ent. san miguel,mex-057d,4.0,176,3.9,81.5,0.0,0.1,8.3,3.5,0.4,2.0,0.3,0.0,0.0,0.0,0.0,64314,8.3,8.3,9.3,8.5,8.7,8.1,8.4,8.8,7.2,7.6,8.0,8.8
178-05,ent. san miguel,chamapa-ent. san miguel,mex-057d,4.0,956,1.5,81.7,0.0,0.1,4.9,3.9,1.3,5.4,0.9,0.0,0.0,0.3,0.0,349927,8.4,7.9,8.1,8.1,8.5,7.8,8.1,8.6,7.9,8.4,8.6,9.6
178-06,ent. san miguel,huixquilucan-ent. san miguel,mex-057d,4.0,265,3.0,91.5,0.0,0.1,3.3,1.3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,97013,8.4,8.1,8.4,8.4,8.3,7.8,8.3,8.8,8.5,8.4,8.1,8.5
178-07,ent. san miguel,interlomas-ent. san miguel,mex-057d,4.0,356,2.6,94.5,0.0,0.1,1.7,0.4,0.1,0.5,0.1,0.0,0.0,0.0,0.0,130143,8.2,7.9,8.1,8.2,8.3,7.7,8.3,8.9,8.8,8.9,8.3,8.4
178-08,ent. san miguel,lomas verdes-ent. san miguel,mex-057d,4.0,395,3.2,95.3,0.0,0.3,0.8,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,144607,7.7,7.6,7.7,8.4,9.2,7.5,8.8,8.6,9.2,8.8,8.5,8.0
178-09,ent. san miguel,la venta-ent. san miguel,mex-057d,4.0,8364,0.4,76.3,0.0,0.6,5.9,3.8,0.7,9.3,0.6,0.1,0.0,2.3,0.0,3061325,7.6,7.7,8.1,8.4,8.7,7.9,8.4,8.8,8.5,9.0,8.6,8.3
179-01,lago de guadalupe,lechería-lago de guadalupe,mex-057d,5.0,5932,8.7,88.6,0.0,0.7,1.5,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2171219,8.8,8.6,8.7,8.7,8.9,8.1,7.9,8.7,8.4,7.9,7.4,7.9
179-02,lago de guadalupe,ent. san miguel-lago de guadalupe,mex-057d,5.0,1642,5.7,91.4,0.0,0.1,1.8,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.0,600972,8.5,8.0,8.2,8.3,8.4,8.5,8.3,8.6,8.2,8.1,8.0,8.9
179-03,lago de guadalupe,ent. san miguel-lago de guadalupe retorno,mex-057d,5.0,8,2.7,92.5,0.0,0.1,2.5,1.4,0.0,0.4,0.1,0.0,0.0,0.3,0.0,2842,7.9,6.9,8.9,7.3,9.3,6.2,6.3,10.1,9.0,10.6,8.4,9.1
179-04,lago de guadalupe,madín-lago de guadalupe,mex-057d,5.0,1983,4.3,94.3,0.0,0.0,1.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725701,8.1,8.2,7.9,8.5,8.8,7.6,7.7,8.7,9.0,9.2,8.4,7.9
179-05,lago de guadalupe,san mateo nopala-lago de guadalupe,mex-057d,5.0,139,4.2,83.5,0.0,0.0,8.4,3.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,50742,7.8,7.5,8.4,7.8,9.5,7.6,8.0,9.7,8.6,9.5,7.8,7.8
179-06,lago de guadalupe,atizapán-lago de guadalupe,mex-057d,5.0,749,5.0,92.1,0.0,0.1,1.9,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,274187,8.0,8.0,9.6,8.6,8.4,7.9,7.6,8.7,8.9,8.5,7.8,8.0
179-07,lago de guadalupe,chamapa-lago de guadalupe,mex-057d,5.0,403,2.6,88.3,0.0,0.1,5.7,2.1,0.1,1.0,0.1,0.0,0.0,0.0,0.0,147535,7.3,7.1,7.2,7.2,8.8,7.2,7.4,10.3,9.6,10.8,8.3,8.8
179-08,lago de guadalupe,la venta-lago de guadalupe,mex-057d,5.0,4496,0.3,94.0,0.0,0.9,2.7,1.4,0.1,0.5,0.1,0.0,0.0,0.0,0.0,1645691,7.4,7.9,8.0,8.7,8.7,8.2,8.0,8.7,9.0,8.9,8.5,8.0
179-09,lago de guadalupe,interlomas-lago de guadalupe,mex-057d,5.0,159,3.5,94.3,0.0,0.1,1.5,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,58159,7.8,8.3,7.8,8.5,9.0,7.9,8.5,9.1,8.9,8.7,8.0,7.5
179-10,lago de guadalupe,huixquilucan-lago de guadalupe,mex-057d,5.0,145,4.6,92.8,0.0,0.0,2.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,53247,8.4,8.3,8.1,8.7,8.9,7.7,8.1,8.6,8.7,8.7,7.9,7.9
179-11,lago de guadalupe,lago de guadalupe-lago de guadalupe retorno,mex-057d,5.0,8,4.5,90.3,0.0,0.1,3.2,1.5,0.0,0.3,0.0,0.0,0.0,0.1,0.0,2920,15.3,5.7,7.2,6.0,8.5,6.5,5.9,9.9,8.4,11.2,6.9,8.5
179-12,lago de guadalupe,lomas verdes-lago de guadalupe retorno,mex-057d,5.0,693,3.3,95.3,0.0,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253648,7.3,7.9,7.5,8.6,9.1,7.3,7.7,9.1,9.6,9.6,8.5,7.8
180-01,atizapán,lechería-atizapán,mex-057d,9.85,1808,7.7,79.6,0.0,1.9,4.4,2.6,0.1,3.5,0.2,0.0,0.0,0.0,0.0,661779,8.8,8.5,9.4,8.5,8.8,8.0,7.5,8.6,7.9,8.3,7.8,7.9
180-02,atizapán,ent. san miguel-atizapán,mex-057d,9.85,1526,5.7,85.0,0.0,0.2,4.1,2.2,0.1,2.0,0.6,0.0,0.0,0.1,0.0,558647,7.8,7.1,8.3,7.4,8.4,7.5,7.1,10.0,9.8,9.9,8.0,8.7
180-03,atizapán,madín-atizapán,mex-057d,9.85,6434,11.2,86.1,0.0,1.3,1.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354909,7.9,7.6,7.7,8.1,8.6,7.9,8.0,8.9,9.3,9.5,8.3,8.2
180-04,atizapán,san mateo nopala-atizapán,mex-057d,9.85,244,6.5,84.2,0.0,0.3,7.2,1.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,89342,8.1,7.9,8.6,8.3,8.6,8.1,8.0,9.0,8.7,9.1,7.8,7.8
180-05,atizapán,chamapa-atizapán,mex-057d,9.85,747,4.4,87.9,0.0,0.2,4.3,1.9,0.1,0.8,0.4,0.0,0.0,0.0,0.0,273343,8.0,7.5,8.0,7.7,8.6,8.0,7.4,8.9,8.8,9.4,8.4,9.3
180-06,atizapán,lago de guadalupe-atizapán,mex-057d,9.85,495,6.1,90.1,0.0,0.2,2.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,181298,7.7,7.7,11.4,8.1,9.2,7.8,7.2,8.8,9.0,9.3,6.8,7.0
180-07,atizapán,la venta-atizapán,mex-057d,9.85,2599,0.6,87.4,0.0,0.6,4.8,3.0,0.1,2.9,0.5,0.0,0.0,0.1,0.0,951063,7.8,7.7,8.4,8.6,8.6,8.7,8.7,8.3,8.1,8.7,8.3,8.1
180-08,atizapán,interlomas-atizapán,mex-057d,9.85,201,8.3,89.4,0.0,0.1,1.6,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,73548,6.9,6.5,6.3,6.6,8.5,6.7,7.2,11.2,11.7,12.0,8.2,8.2
180-09,atizapán,huixquilucan-atizapán,mex-057d,9.85,278,8.3,88.7,0.0,0.1,1.8,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,101898,7.8,7.4,7.5,7.5,8.6,7.4,7.5,10.1,9.8,10.1,8.0,8.3
