index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
136,puente colorado,san luis río colorado-ejido monterrey,002,203.690,"8,512",0.0,66.4,0.4,6.1,0.0,4.6,0.0,17.9,0.0,4.6,0.0,0.0,0.0,"3,106,773",7.6,7.8,8.9,8.5,8.7,8.3,8.8,8.2,7.9,8.3,8.1,8.9
137-01,cosamaloapan,la tinaja-isla,145d,83.360,"11,587",0.2,38.9,0.3,3.8,4.5,5.9,1.0,19.6,3.6,0.3,0.1,13.0,8.8,"4,229,141",7.9,6.9,8.3,8.2,8.3,7.9,8.6,8.3,7.7,8.5,8.6,10.8
137-02,cosamaloapan,la tinaja-cosamaloapan,145d,83.360,786,0.5,63.8,0.3,5.9,7.4,5.2,0.3,4.1,1.7,0.0,0.0,2.5,8.3,"286,805",7.7,7.0,8.2,8.3,8.4,8.0,8.3,7.8,7.8,9.0,8.9,10.6
137-03,cosamaloapan,cosamaloapan-isla,145d,83.360,"1,822",10.8,67.2,0.6,2.5,3.3,1.5,0.1,2.5,0.8,0.0,0.0,7.9,2.8,"665,151",8.1,6.9,8.0,7.4,7.9,8.0,8.3,8.4,9.2,9.1,8.7,10.0
138-01,acayucan sayula,isla-cosoleacaque,145d,188.000,"9,121",0.3,38.2,0.3,2.9,4.8,5.4,1.0,20.2,3.5,0.4,0.1,13.2,9.7,"3,329,241",7.9,7.1,8.2,8.2,8.1,7.8,8.7,8.3,7.8,8.5,8.6,10.8
138-02,acayucan sayula,isla-acayucan,145d,188.000,"2,530",0.2,38.0,0.3,7.6,3.8,4.4,0.9,13.4,2.8,0.3,0.1,15.0,13.2,"923,574",8.2,6.3,8.2,8.5,8.8,8.1,8.3,8.1,7.7,8.5,8.5,10.8
138-03,acayucan sayula,acayucan-cosoleacaque,145d,188.000,"3,384",0.6,67.4,0.4,3.6,5.6,4.0,0.4,6.0,1.8,0.1,0.0,4.9,5.2,"1,234,993",8.3,7.3,8.6,8.7,8.8,8.0,8.4,7.8,7.4,8.1,8.3,10.3
139,san juanico,atlacomulco-venta de bravo,015d,103.762,"13,386",0.5,66.7,0.3,3.6,5.0,4.2,1.4,10.9,1.8,0.4,0.1,5.1,0.0,"4,885,719",8.0,6.6,8.2,8.1,8.2,7.6,8.8,8.2,7.8,8.3,9.0,11.2
140,contepec,venta de bravo-maravatío,015d,133.100,"12,767",0.5,64.9,0.3,3.7,5.2,4.5,1.5,11.6,1.9,0.4,0.1,5.4,0.0,"4,659,859",7.8,6.4,8.0,7.8,7.9,7.6,8.5,8.0,7.5,9.4,10.1,11.0
141,jeráhuaro,maravatío-jeráhuaro,015d,186.117,444,0.6,84.4,0.5,0.9,4.7,2.2,0.7,2.1,0.2,0.0,0.0,0.1,3.6,"162,041",8.0,6.6,8.2,8.0,8.2,7.6,9.3,8.4,7.9,9.1,8.7,10.0
142-01,zinapécuaro,maravatío-morelia,015d,202.017,"10,987",0.5,61.1,0.2,3.8,5.3,4.6,1.6,13.2,2.0,0.4,0.1,6.0,1.2,"4,010,118",7.6,6.6,8.3,8.0,8.2,7.9,8.8,8.2,7.8,8.3,9.0,11.3
142-02,zinapécuaro,maravatío-zinapécuaro,015d,202.017,549,0.5,89.7,0.5,0.8,2.7,1.7,0.2,0.6,0.6,0.0,0.0,0.1,2.6,"200,357",8.0,6.6,8.2,8.0,8.2,8.1,8.5,7.2,7.1,8.3,8.5,13.3
142-03,zinapécuaro,zinapécuaro-morelia,015d,202.017,844,0.8,80.0,0.3,0.5,3.9,2.7,0.2,1.8,1.3,0.0,0.0,1.2,7.3,"307,970",10.4,8.6,9.0,4.9,5.7,6.8,8.3,8.5,8.1,9.5,9.3,10.9
143,copándaro,morelia-copándaro,015d,246.000,"3,831",0.6,61.0,0.3,0.8,3.5,3.7,1.2,12.1,3.1,1.9,0.1,10.6,1.1,"1,398,217",9.9,7.9,7.8,4.9,5.5,6.3,8.1,8.4,8.5,10.1,10.8,11.8
144,huaniqueo,huaniqueo-morelia,015d,280.000,"1,034",0.5,88.0,0.5,3.0,3.7,2.0,0.3,0.5,0.5,0.0,0.0,0.1,0.9,"377,510",9.9,8.3,8.2,5.5,5.8,6.8,8.1,8.5,8.2,9.3,10.0,11.4
145-01,panindícuaro,morelia-churintzio,015d,308.000,"8,729",0.4,60.5,0.2,4.3,5.9,5.1,1.4,13.9,1.7,0.3,0.1,4.7,1.5,"3,186,032",7.6,6.6,8.2,8.1,8.2,7.9,8.8,8.2,7.8,8.3,9.0,11.3
145-02,panindícuaro,morelia-panindícuaro,015d,308.000,817,0.5,79.1,0.3,0.3,4.0,2.4,0.4,2.9,0.7,0.0,0.0,1.7,7.7,"298,188",9.7,9.2,8.6,5.0,5.7,7.2,8.3,8.5,8.2,8.9,9.5,11.2
145-03,panindícuaro,panindícuaro-churintzio,015d,308.000,"1,037",0.8,78.1,0.5,2.9,5.3,3.6,0.4,3.0,0.7,0.0,0.0,1.1,3.6,"378,539",10.8,8.8,8.5,5.3,5.9,7.3,8.3,8.2,7.9,8.6,8.9,11.5
146-01,ecuandureo,churintzio-la barca,015d,370.000,"8,723",0.4,60.9,0.3,4.6,5.5,5.3,1.4,13.7,1.9,0.3,0.1,4.3,1.3,"3,183,991",8.2,8.5,8.3,5.5,5.9,7.2,8.5,8.6,8.6,9.5,9.8,11.4
146-02,ecuandureo,churintzio-ecuandureo,015d,370.000,"1,632",0.7,77.9,0.3,3.7,6.8,3.7,0.3,3.3,0.5,0.0,0.0,0.7,2.1,"595,631",8.6,7.5,8.9,8.5,8.8,8.4,8.6,7.8,7.1,7.7,8.0,10.1
146-03,ecuandureo,ecuandureo-la barca,015d,370.000,"1,642",0.4,70.6,0.3,4.5,5.4,5.4,0.6,7.4,1.5,0.1,0.0,1.8,2.0,"599,488",2.5,10.6,9.5,5.4,6.4,7.7,8.9,9.6,9.8,10.6,10.1,8.9
147,vista hermosa,vista hermosa-la barca,015d,390.000,"7,498",0.3,41.4,0.3,2.4,5.9,9.3,1.6,24.4,5.1,0.3,0.1,8.4,0.5,"2,736,828",9.5,8.5,8.5,6.5,6.9,7.6,8.1,8.0,8.0,8.8,9.7,9.9
148,san francisco de rivas,la barca - san francisco de rivas,015d,405.400,"2,116",1.5,57.7,0.4,1.1,7.2,12.6,2.1,9.8,4.0,0.2,0.1,1.8,1.5,"772,270",9.0,7.7,8.0,6.3,7.5,7.9,8.0,7.9,7.9,9.3,9.8,10.7
149-01,ocotlán,la barca-zapotlanejo,015d,425.955,"13,385",0.3,58.0,0.2,4.7,5.1,5.3,1.0,14.8,2.1,0.3,0.1,7.0,1.1,"4,885,634",10.1,8.8,8.4,5.6,6.1,7.1,8.2,8.3,8.4,9.2,9.3,10.5
149-02,ocotlán,la barca-ocotlán,015d,425.955,"3,029",0.3,52.2,0.3,1.1,4.0,7.1,1.6,25.0,5.2,0.0,0.1,1.1,2.0,"1,105,526",10.8,9.0,8.7,6.2,6.6,7.6,8.0,7.8,7.7,8.6,8.7,10.3
149-03,ocotlán,ocotlán-zapotlanejo,015d,425.955,860,0.5,74.1,0.2,0.8,4.5,3.2,0.6,5.4,2.0,0.1,0.0,3.8,4.8,"313,887",9.1,9.8,8.1,5.6,6.6,7.3,7.9,8.1,8.2,9.3,9.2,10.8
149-04,ocotlán,zapotlán del rey - zapotlanejo,015d,425.955,462,0.5,82.0,0.4,1.2,5.2,2.4,0.6,3.0,0.5,0.0,0.0,0.1,4.1,"168,568",8.5,8.0,7.2,5.2,6.7,8.3,9.2,9.2,8.7,9.6,9.3,10.1
150,la suceda,la sauceda - zapotlanejo,015d,462.000,95,0.1,36.8,0.2,1.2,1.8,1.4,0.2,16.1,12.1,0.1,0.0,19.9,10.1,"34,821",7.5,7.4,8.6,7.3,7.9,7.9,8.9,8.5,8.3,8.3,9.3,10.1
151-01,puente túxpam,tihuatlán-ent. tihuatlán ii,132d,229.200,"3,197",1.1,67.5,0.5,0.8,5.4,6.9,0.8,9.9,4.0,0.1,0.0,3.0,0.0,"1,166,809",7.9,7.2,10.0,9.8,8.9,7.1,8.0,4.9,7.7,8.7,8.6,11.2
151-02,puente túxpam,tihuatlán-túxpam,132d,236.500,"7,799",1.0,70.2,0.4,4.1,3.0,2.7,0.6,6.4,3.2,0.2,0.0,8.2,0.0,"2,846,761",7.3,6.3,8.3,8.5,8.4,7.8,9.1,8.3,7.7,8.7,8.6,11.0
152,san cristóbal,indios verdes-san cristóbal ecatepec,085d,21.000,"26,958",2.7,95.4,0.0,0.4,1.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,"9,839,681",7.3,7.1,8.3,7.8,8.5,8.3,8.3,8.6,8.6,8.5,9.0,9.7
153-01,revolución,derivador lópez portillo,085d,22.800,"12,842",2.1,79.6,0.1,1.6,3.9,3.2,0.4,6.8,1.1,0.0,0.0,1.2,0.0,"4,687,467",7.2,6.9,8.1,7.6,8.2,8.3,8.5,8.5,8.5,8.8,9.1,10.3
153-02,revolución,méxico-lechería,085d,22.800,"32,003",2.3,92.9,0.0,0.5,1.7,1.1,0.1,1.1,0.1,0.0,0.0,0.2,0.0,"11,681,200",7.5,7.2,8.4,7.9,8.6,8.5,8.6,8.5,8.5,8.2,8.8,9.3
154,ojo de agua,indios verdes-tizayuca,085d,25.000,"64,955",1.5,88.2,0.1,3.9,2.6,1.5,0.1,1.6,0.2,0.0,0.0,0.3,0.0,"23,708,716",7.6,7.2,8.6,8.3,8.9,8.5,8.8,8.5,8.4,8.7,8.0,8.5
155,ent. ojo de agua,ent. ojo de agua-tizayuca,085d,30.750,"3,812",1.8,92.6,0.0,0.3,2.5,1.8,0.1,0.6,0.3,0.0,0.0,0.0,0.0,"1,166,563","","",6.1,4.1,6.6,6.9,8.9,9.1,9.6,14.7,16.3,17.7
156,peñón y texcoco,peñón-texcoco,136d,0.000,"37,013",1.4,86.3,0.0,2.4,3.1,2.1,0.3,1.9,0.6,0.0,0.0,0.3,1.6,"13,509,672",6.8,6.7,8.1,7.7,8.5,8.3,8.7,8.6,8.4,9.2,9.1,9.9
157,los chorros,puerto méxico-ent. carbonera,057d,203.650,"14,960",0.1,31.7,0.8,4.6,2.9,1.7,0.7,46.3,3.3,0.3,0.1,7.0,0.5,"5,460,337",8.1,6.6,8.3,8.2,8.2,8.4,9.0,8.4,7.9,8.5,8.5,9.9
158,la carbonera ojo caliente,ent. la carbonera-ojo caliente,057d,12.360,"15,837",0.3,33.0,0.9,4.0,4.1,2.2,0.6,43.8,3.7,0.3,0.1,6.6,0.4,"5,780,540",8.1,6.7,8.3,8.2,8.1,8.2,8.9,8.5,8.1,8.6,8.5,9.8
159,huachichil,huachichil-ent. carbonera,057d,213.500,"2,456",0.5,49.5,1.6,3.4,10.9,5.1,0.8,19.4,5.4,0.1,0.1,1.7,1.5,"896,350",7.0,7.5,8.4,8.4,8.4,7.9,9.0,9.1,8.3,8.4,8.4,9.2
160,la antigua,cardel-veracruz,180,222.470,"18,171",1.3,70.2,0.3,3.0,3.6,4.2,0.8,7.5,2.3,0.4,0.0,5.9,0.5,"6,632,470",7.7,6.9,8.5,8.3,8.7,8.0,8.7,7.9,7.7,8.7,8.6,10.3
161,san julián,san julián-veracruz,180,233.093,"2,008",5.6,50.8,0.1,2.1,1.9,4.3,0.4,8.2,2.9,1.4,0.3,21.7,0.3,"732,863",7.8,6.9,8.1,8.0,8.4,8.3,8.9,8.4,8.6,8.9,8.2,9.5
162,la cuchilla,matamoros-el porvenir,040d,67.036,"6,903",0.2,44.5,0.6,5.3,2.6,1.4,1.4,25.0,5.6,0.9,0.2,11.6,0.7,"2,519,514",7.4,6.9,8.4,8.4,8.5,8.4,9.3,8.5,8.0,8.5,8.4,9.3
163,plan de ayala,loma bonita-plan de ayala,040d,142.000,"7,129",0.3,48.2,0.5,6.1,2.0,1.2,1.3,23.1,4.8,0.8,0.1,11.0,0.6,"2,601,960",7.4,6.8,8.5,8.5,8.2,8.4,9.3,8.3,8.0,8.6,8.4,9.6
164,zapotlanejo la joya,zapotlanejo-guadalajara,015d,9.200,"41,339",0.4,64.5,0.3,3.1,4.8,4.5,0.9,12.2,2.1,0.3,0.1,5.9,0.9,"15,088,616",7.0,6.7,8.2,8.1,8.4,8.2,9.1,8.4,8.0,8.8,9.0,10.1
165,vado,el vado-guadalajara,015d,11.300,"4,625",1.9,79.3,0.0,2.6,1.2,0.5,0.0,0.3,0.0,0.0,0.0,0.0,14.2,"1,688,266",7.6,7.3,8.2,7.9,8.5,8.2,8.4,8.4,8.5,8.9,8.8,9.3
166,cortijo,cortijo-guadalajara,015d,16.500,"2,365",0.9,82.4,0.0,6.0,2.8,3.5,0.1,2.7,0.0,0.0,0.0,0.6,1.0,"863,297",7.4,7.3,8.3,7.9,8.5,8.3,8.5,8.4,8.6,9.0,8.8,9.0
167,periférico,periférico-guadalajara,015d,17.700,"2,810",1.8,89.5,0.1,1.2,1.8,1.6,0.1,1.9,0.4,0.0,0.0,0.4,1.2,"1,025,762",5.9,6.7,8.4,8.1,8.8,8.6,8.4,8.1,8.3,9.2,9.3,10.2
168,arroyo,tonalá-guadalajara,015d,20.500,"1,667",0.7,97.1,0.0,0.1,0.9,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.9,"608,583",5.6,6.1,7.8,7.0,8.6,8.9,9.0,7.9,8.4,9.3,10.1,11.3
169,tlalpan,méxico-cuernavaca,095d,23.360,"29,444",1.9,84.1,0.1,3.2,2.5,1.9,0.3,2.8,0.7,0.1,0.0,0.9,1.5,"10,747,010",7.4,6.8,8.8,8.5,9.0,8.0,8.8,8.2,7.5,8.6,8.6,9.8
170,tres marías,tres marías-cuernavaca,095d,53.000,"1,810",2.5,87.9,0.2,0.3,4.3,2.0,0.0,0.2,0.1,0.0,0.0,0.0,2.5,"660,808",7.2,7.5,8.9,9.0,9.1,8.4,9.0,8.3,7.3,8.3,8.0,9.0
171,tepoztlán,la pera-tepoztlán,160d,7.958,"13,299",1.9,87.4,0.1,1.7,2.3,1.8,0.2,2.1,0.5,0.1,0.0,0.9,1.0,"4,853,968",7.1,7.0,8.7,8.4,8.8,8.0,8.9,8.2,7.8,8.8,8.6,9.7
172,oacalco,tepoztlán-cuautla,160d,21.208,"12,698",1.9,86.6,0.1,1.5,3.0,1.9,0.2,2.2,0.5,0.1,0.0,1.0,1.0,"4,634,695",7.2,6.9,8.7,8.5,8.8,8.0,8.9,8.2,7.7,8.8,8.6,9.7
173,iguala,puente de ixtla-iguala,d,95.950,"4,358",0.8,68.0,0.1,3.5,5.2,6.6,1.2,3.2,2.9,0.0,0.0,1.4,7.1,"1,590,504",7.8,6.8,8.3,8.4,8.9,8.2,8.6,8.0,7.6,8.5,8.5,10.4
174,zacapalco,zacapalco-ranchoviejo,d,0.500,"1,705",3.4,88.7,0.1,2.3,3.2,1.0,0.2,0.3,0.2,0.0,0.0,0.0,0.6,"622,257",7.6,6.3,8.1,8.4,9.0,7.9,9.0,7.7,7.2,8.5,9.1,11.2
175,taxco,rancho viejo-taxco,d,17.630,"2,896",5.3,88.1,0.0,1.9,2.6,0.7,0.1,0.2,0.2,0.0,0.0,0.0,0.9,"1,057,033",7.4,6.3,8.1,8.3,8.9,7.6,9.3,8.1,7.5,8.8,9.0,10.7
176-01,lechería,ent. san miguel-lechería,057d,1.360,3,1.0,68.2,0.0,0.0,3.0,4.0,0.1,11.6,0.0,0.0,0.0,0.3,11.8,"1,080",5.7,6.5,7.9,6.1,8.1,10.5,10.5,8.3,8.8,9.8,8.9,8.9
176-02,lechería,lago de guadalupe-lechería,057d,1.360,"5,272",6.4,89.6,0.0,0.7,2.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.4,"1,924,243",7.5,7.4,8.6,8.4,8.8,8.3,8.4,8.3,8.0,8.5,8.7,9.1
176-03,lechería,chamapa-lechería,057d,1.360,418,0.6,54.8,0.0,0.1,13.0,10.4,1.1,16.0,1.2,0.0,0.0,0.1,2.7,"152,427",7.1,7.1,8.8,8.0,8.3,8.5,8.9,8.1,8.1,8.6,9.6,8.9
176-04,lechería,san mateo nopala-lechería,057d,1.360,153,1.2,68.9,0.0,0.2,10.1,5.7,0.2,5.3,0.3,0.0,0.0,0.1,8.0,"55,828",7.2,7.0,8.6,8.2,8.8,8.3,8.1,8.4,8.6,8.7,9.0,9.1
176-05,lechería,madín-lechería,057d,1.360,763,2.0,90.6,0.0,0.0,2.1,1.0,0.1,0.7,0.1,0.0,0.0,0.0,3.4,"278,480",7.0,6.7,8.5,8.0,8.7,8.7,8.6,8.7,8.4,8.7,8.9,9.1
176-06,lechería,atizapán-lechería,057d,1.360,"2,453",3.8,84.5,0.0,2.5,4.4,2.0,0.1,2.4,0.1,0.0,0.0,0.1,0.1,"895,484",7.4,7.2,8.5,8.2,8.8,8.3,8.7,8.4,8.2,8.6,8.7,9.0
176-07,lechería,lechería-retorno,057d,1.360,6,2.7,64.5,0.0,0.2,3.6,2.8,0.5,3.5,0.0,0.0,0.0,0.0,22.2,"2,120",8.7,7.0,8.0,9.4,9.9,8.3,8.5,7.8,7.5,8.0,7.9,9.0
176-08,lechería,interlomas-lechería,057d,1.360,97,1.6,86.3,0.0,0.2,4.7,2.8,0.6,3.1,0.1,0.0,0.0,0.0,0.6,"35,411",6.0,6.9,8.1,7.5,8.7,9.0,8.8,8.0,8.4,10.0,9.6,9.0
176-09,lechería,huixquilucan-lechería,057d,1.360,117,1.5,87.1,0.0,0.1,6.4,2.9,0.2,1.1,0.1,0.0,0.0,0.0,0.6,"42,843",7.0,7.3,8.6,7.6,8.5,8.5,8.4,8.3,8.5,9.2,9.2,8.9
176-10,lechería,la venta-lechería,057d,1.360,"2,116",0.3,66.0,0.0,1.4,9.7,5.4,0.4,11.7,0.2,0.0,0.0,1.1,3.8,"772,388",8.1,7.8,8.4,7.5,8.5,8.7,8.7,7.9,7.8,8.8,8.8,9.0
176-11,lechería,lomas verdes-lechería,057d,1.360,106,0.9,90.4,0.0,0.0,3.1,1.8,0.2,2.6,0.2,0.0,0.0,0.0,0.8,"38,756",5.2,5.1,7.7,7.8,8.8,9.7,9.6,8.7,9.3,9.2,10.0,8.9
177-01,ent. san miguel,lago de guadalupe-ent. san miguel,057d,4.000,"1,931",2.8,92.8,0.0,0.1,2.3,0.7,0.1,0.2,0.1,0.0,0.0,0.0,0.9,"704,833",6.7,6.7,8.0,7.6,8.4,8.1,8.7,8.8,9.0,9.6,9.5,8.9
177-02,ent. san miguel,atizapán-ent. san miguel,057d,4.000,"1,768",2.6,90.6,0.0,0.1,2.8,1.5,0.2,1.4,0.2,0.0,0.0,0.0,0.6,"645,474",6.9,6.8,8.0,7.8,8.7,8.1,8.7,8.7,8.6,9.3,9.4,9.0
177-03,ent. san miguel,madín-ent. san miguel,057d,4.000,"1,124",1.8,95.2,0.0,0.0,1.3,0.7,0.2,0.4,0.1,0.0,0.0,0.0,0.3,"410,441",5.5,6.2,7.5,7.4,8.4,8.4,9.1,8.9,9.2,10.2,10.1,9.1
177-04,ent. san miguel,san mateo nopala-ent. san miguel,057d,4.000,152,2.1,83.6,0.0,0.1,6.6,3.5,0.3,3.1,0.2,0.0,0.0,0.1,0.4,"55,453",6.9,6.9,8.3,8.0,8.4,8.1,8.6,8.7,8.7,9.2,9.2,9.0
177-05,ent. san miguel,chamapa-ent. san miguel,057d,4.000,671,0.8,73.8,0.0,0.1,5.7,6.5,1.5,8.0,1.8,0.0,0.0,0.1,1.7,"245,007",6.4,6.4,8.2,7.6,8.4,8.4,8.5,8.7,8.8,9.9,9.9,8.8
177-06,ent. san miguel,huixquilucan-ent. san miguel,057d,4.000,237,1.4,91.4,0.0,0.0,3.1,2.4,0.2,0.7,0.3,0.0,0.0,0.0,0.5,"86,362",6.5,6.3,8.2,7.4,8.7,8.5,8.7,8.5,8.7,9.8,9.7,9.0
177-07,ent. san miguel,interlomas-ent. san miguel,057d,4.000,280,1.4,94.8,0.0,0.0,2.1,0.6,0.2,0.5,0.1,0.0,0.0,0.0,0.3,"102,257",5.4,6.1,8.0,7.4,8.5,8.7,9.0,8.9,9.0,9.9,10.0,9.1
177-08,ent. san miguel,lomas verdes-ent. san miguel,057d,4.000,317,1.3,94.8,0.0,0.0,1.1,0.3,0.0,0.7,0.1,0.0,0.0,0.0,1.7,"115,820",4.8,5.2,6.6,6.8,7.6,8.3,9.9,9.0,10.1,11.3,11.4,9.0
177-09,ent. san miguel,la venta-ent. san miguel,057d,4.000,"6,096",0.3,71.0,0.0,0.3,6.7,4.2,0.7,9.9,0.6,0.1,0.0,2.4,3.8,"2,224,892",6.4,6.7,8.1,7.7,8.3,8.4,8.7,8.7,8.8,9.6,9.6,9.0
178-01,lago de guadalupe,lechería-lago de guadalupe,057d,5.000,"6,370",5.5,91.8,0.0,0.4,1.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.4,"2,325,137",7.6,7.3,8.4,8.2,8.7,8.1,8.3,8.4,8.4,8.9,8.7,9.0
178-02,lago de guadalupe,ent. san miguel-lago de guadalupe,057d,5.000,"1,495",4.1,91.4,0.0,0.0,2.4,0.9,0.0,0.2,0.1,0.0,0.0,0.0,0.9,"545,703",7.0,6.7,7.8,7.5,8.4,8.3,8.9,8.8,8.9,9.3,9.5,8.9
178-03,lago de guadalupe,ent. san miguel-lago de guadalupe retorno,057d,5.000,6,1.4,90.6,0.0,0.0,1.5,1.4,0.1,1.4,0.4,0.0,0.0,0.6,2.6,"2,347",4.6,3.7,6.4,5.9,7.3,5.7,8.1,7.4,8.7,16.7,16.7,8.8
178-04,lago de guadalupe,madín-lago de guadalupe,057d,5.000,"1,604",2.7,94.5,0.0,0.0,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,"585,356",6.0,6.6,7.9,7.5,8.5,8.6,8.6,8.6,9.0,9.9,9.8,9.0
178-05,lago de guadalupe,san mateo nopala-lago de guadalupe,057d,5.000,149,2.4,82.7,0.0,0.0,12.0,1.6,0.0,0.6,0.0,0.0,0.0,0.0,0.7,"54,203",7.7,8.0,8.9,8.5,8.6,7.9,8.3,7.7,8.0,8.9,8.6,8.9
178-06,lago de guadalupe,atizapán-lago de guadalupe,057d,5.000,777,3.0,93.7,0.0,0.1,1.8,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.7,"283,552",7.0,6.7,8.1,8.0,8.9,8.2,8.5,8.5,8.8,9.1,9.1,9.1
178-07,lago de guadalupe,chamapa-lago de guadalupe,057d,5.000,316,1.7,88.7,0.0,0.0,4.9,2.7,0.0,1.2,0.2,0.0,0.0,0.0,0.6,"115,470",7.7,7.5,8.6,7.7,8.2,8.1,8.1,8.3,8.3,9.3,9.2,9.0
178-08,lago de guadalupe,la venta-lago de guadalupe,057d,5.000,"2,643",0.3,91.0,0.0,1.0,3.0,1.7,0.0,0.9,0.2,0.0,0.0,0.1,1.8,"964,753",7.6,7.1,8.3,7.2,8.3,8.3,8.8,8.2,8.4,9.5,9.4,8.9
178-09,lago de guadalupe,interlomas-lago de guadalupe,057d,5.000,129,2.4,96.3,0.0,0.0,0.9,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,"47,149",5.9,6.3,7.5,6.7,8.1,8.7,8.9,9.1,9.5,10.2,10.2,8.9
178-10,lago de guadalupe,huixquilucan-lago de guadalupe,057d,5.000,146,2.5,94.6,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"53,455",7.0,7.1,8.6,7.7,8.5,8.5,8.5,8.3,8.7,9.2,9.0,8.9
178-11,lago de guadalupe,lago de guadalupe-lago de guadalupe retorno,057d,5.000,16,2.6,87.6,0.0,0.1,2.1,1.3,0.1,0.5,0.1,0.0,0.0,0.0,5.6,"5,707",7.7,6.6,7.9,7.4,8.8,7.4,8.6,7.8,8.5,10.2,10.1,9.0
178-12,lago de guadalupe,lomas verdes-lago de guadalupe retorno,057d,5.000,607,1.6,96.5,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,"221,712",5.2,6.2,7.8,7.7,8.3,8.7,8.7,8.2,9.1,10.6,10.5,9.0
179-01,atizapán,lechería-atizapán,057d,9.850,"2,158",3.9,85.0,0.0,2.8,3.7,2.0,0.1,2.2,0.1,0.0,0.0,0.1,0.1,"787,505",7.4,7.2,8.3,8.3,8.8,8.1,8.6,8.6,8.3,8.8,8.7,8.9
179-02,atizapán,ent. san miguel-atizapán,057d,9.850,"1,382",3.7,88.4,0.0,0.1,3.1,1.9,0.1,1.4,0.6,0.0,0.0,0.1,0.6,"504,490",6.7,6.5,7.6,7.9,8.7,8.4,8.8,8.9,8.7,9.4,9.4,9.0
179-03,atizapán,madín-atizapán,057d,9.850,"5,191",6.4,91.1,0.0,1.1,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"1,894,787",6.6,6.7,7.8,7.7,8.6,8.6,8.8,8.8,8.8,9.4,9.3,8.9
179-04,atizapán,san mateo nopala-atizapán,057d,9.850,253,3.0,84.7,0.0,0.2,10.0,1.5,0.1,0.2,0.0,0.0,0.0,0.0,0.3,"92,429",8.3,7.4,8.2,8.2,9.0,8.0,8.0,8.3,8.3,8.7,8.6,9.0
179-05,atizapán,chamapa-atizapán,057d,9.850,675,3.1,88.6,0.0,0.1,3.7,2.3,0.0,0.8,1.1,0.0,0.0,0.0,0.3,"246,205",8.0,7.4,8.4,8.1,8.6,8.1,8.1,8.3,8.2,9.0,8.8,9.0
179-06,atizapán,lago de guadalupe-atizapán,057d,9.850,591,3.8,92.6,0.0,0.1,2.1,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.7,"215,645",6.7,6.6,7.8,8.0,8.6,8.3,8.7,9.1,9.0,9.2,9.2,8.8
179-07,atizapán,la venta-atizapán,057d,9.850,"2,268",0.5,82.5,0.0,0.4,5.4,3.1,0.1,3.0,0.5,0.0,0.0,0.3,4.2,"827,699",7.4,7.4,8.4,8.2,8.8,8.5,8.6,8.0,7.9,8.9,8.9,9.0
179-08,atizapán,interlomas-atizapán,057d,9.850,140,5.7,90.4,0.0,0.0,3.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,"51,244",6.5,6.6,8.0,7.3,8.8,8.9,8.9,8.6,8.6,9.5,9.4,8.9
179-09,atizapán,huixquilucan-atizapán,057d,9.850,260,5.9,90.3,0.0,0.0,2.0,1.2,0.0,0.4,0.1,0.0,0.0,0.0,0.1,"94,911",7.0,7.0,8.3,7.9,8.9,8.7,8.9,8.6,8.4,8.6,8.6,9.1
179-10,atizapán,atizapán-atizapán retorno,057d,9.850,18,5.2,88.1,0.0,0.1,1.8,2.4,0.1,0.3,0.0,0.1,0.0,0.0,1.9,"6,518",5.7,5.8,7.0,7.4,10.0,10.6,9.0,8.0,8.8,9.3,9.4,9.0
179-11,atizapán,lomas verdes-atizapán,057d,9.850,"1,891",4.0,92.3,0.0,0.0,2.7,0.5,0.0,0.1,0.2,0.0,0.0,0.0,0.2,"690,365",6.4,6.3,7.4,7.4,8.2,8.3,9.2,8.9,9.2,9.9,9.7,9.1
180-01,madín,chamapa-madín,057d,13.800,596,3.8,86.5,0.0,0.0,6.2,1.7,0.1,0.7,0.1,0.0,0.0,0.0,0.9,"217,519",7.0,7.4,8.7,8.0,8.4,8.4,8.9,8.0,8.3,8.9,9.0,9.0
180-02,madín,san mateo nopala-madín,057d,13.800,458,3.7,77.2,0.0,0.1,16.9,1.3,0.1,0.2,0.0,0.0,0.0,0.0,0.5,"167,027",6.8,7.3,8.6,7.9,8.7,8.2,8.5,8.6,9.1,8.5,8.8,9.0
